date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:05:31	79121/79121	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2005:35:32%20GMT	https://www.cityofdoral.com/Businesses/Commercial-Property-Search	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Businesses/Commercial-Property-Search.html	(from https://www.cityofdoral.com/Home)
11:05:32	80265/80265	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2005:35:32%20GMT	https://www.cityofdoral.com/Businesses/Starting-a-Business-in-Doral	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Businesses/Starting-a-Business-in-Doral.html	(from https://www.cityofdoral.com/Home)
11:05:33	92614/92614	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2005:35:33%20GMT	https://www.cityofdoral.com/Departments	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Departments.html	(from https://www.cityofdoral.com/Home)
11:05:33	190/190	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20May%202026%2005:35:34%20GMT	https://www.cityofdoral.com/Departments/City-Attorneys-Office	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Departments/City-Attorneys-Office	(from https://www.cityofdoral.com/Home)
11:05:34	80316/80316	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2005:35:34%20GMT	https://www.cityofdoral.com/Government-Center/Office-of-the-City-Attorney	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Government-Center/Office-of-the-City-Attorney.html	(from https://www.cityofdoral.com/Home)
11:05:34	187/187	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20May%202026%2005:35:35%20GMT	https://www.cityofdoral.com/Departments/City-Clerks-Office	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Departments/City-Clerks-Office	(from https://www.cityofdoral.com/Home)
11:05:35	84851/84851	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2005:35:35%20GMT	https://www.cityofdoral.com/Government-Center/Office-of-the-City-Clerk	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Government-Center/Office-of-the-City-Clerk.html	(from https://www.cityofdoral.com/Home)
11:05:35	189/189	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20May%202026%2005:35:36%20GMT	https://www.cityofdoral.com/Departments/City-Managers-Office	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Departments/City-Managers-Office	(from https://www.cityofdoral.com/Home)
11:05:36	84809/84809	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2005:35:36%20GMT	https://www.cityofdoral.com/Government-Center/Office-of-the-City-Manager	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Government-Center/Office-of-the-City-Manager.html	(from https://www.cityofdoral.com/Home)
11:05:36	183/183	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20May%202026%2005:35:37%20GMT	https://www.cityofdoral.com/Departments/Development-Services	C:/My%20Web%20Sites/doral/www.cityofdoral.com/Departments/Development-Services	(from https://www.cityofdoral.com/Home)
